book,coref_id,character_name,provider,pred_O,gt_O,pred_C,gt_C,pred_E,gt_E,pred_A,gt_A,pred_N,gt_N
david_copperfield,244,Peggotty,Anthropic,-0.6,-0.1284,0.6,0.6223,0.3,0.3659,0.9,0.734735294117647,0.2,-0.1878
david_copperfield,244,Peggotty,Google,-0.6,-0.1284,0.7,0.6223,0.5,0.3659,0.9,0.734735294117647,0.0,-0.1878
david_copperfield,255,Mr. Murdstone,OpenAI,-0.6,-0.5701058823529411,0.8,0.7214,-0.1,-0.0068823529411764315,-0.9,-0.8290941176470588,-0.2,-0.3963294117647058
david_copperfield,255,Mr. Murdstone,Anthropic,-0.3,-0.5701058823529411,0.8,0.7214,0.4,-0.0068823529411764315,-0.9,-0.8290941176470588,-0.2,-0.3963294117647058
david_copperfield,255,Mr. Murdstone,Google,-0.7,-0.5701058823529411,0.9,0.7214,0.0,-0.0068823529411764315,-1.0,-0.8290941176470588,-0.9,-0.3963294117647058
david_copperfield,238,Trotwood,OpenAI,-0.4,0.5206411764705882,0.75,0.6700117647058823,0.2,0.31914117647058826,0.1,0.5186176470588235,0.15,-0.1454235294117647
david_copperfield,238,Trotwood,Anthropic,0.2,0.5206411764705882,0.6,0.6700117647058823,0.7,0.31914117647058826,0.1,0.5186176470588235,0.3,-0.1454235294117647
david_copperfield,238,Trotwood,Google,-0.7,0.5206411764705882,0.8,0.6700117647058823,0.8,0.31914117647058826,-0.4,0.5186176470588235,0.4,-0.1454235294117647
david_copperfield,440,Mrs. Markleham,OpenAI,-0.2,0.07940000000000001,-0.3,0.34080000000000005,0.7,-0.1397666666666667,-0.4,-0.42413333333333336,0.85,0.5956666666666667
david_copperfield,440,Mrs. Markleham,Anthropic,-0.3,0.07940000000000001,-0.4,0.34080000000000005,0.8,-0.1397666666666667,-0.5,-0.42413333333333336,0.6,0.5956666666666667
david_copperfield,440,Mrs. Markleham,Google,-0.5,0.07940000000000001,-0.6,0.34080000000000005,0.9,-0.1397666666666667,-0.7,-0.42413333333333336,0.8,0.5956666666666667
dracula,216,Van Helsing,OpenAI,0.55,0.7,0.85,0.6,0.25,0.46900000000000003,0.35,-0.027000000000000003,0.45,0.556
dracula,216,Van Helsing,Anthropic,0.6,0.7,0.85,0.6,0.5,0.46900000000000003,0.65,-0.027000000000000003,0.3,0.556
dracula,216,Van Helsing,Google,0.9,0.7,0.9,0.6,0.6,0.46900000000000003,0.5,-0.027000000000000003,0.2,0.556
dracula,214,Dr. Seward,OpenAI,0.3,0.4834666666666667,0.75,0.6210666666666668,-0.2,0.20023333333333332,0.55,0.5304000000000001,0.35,0.03943333333333331
dracula,214,Dr. Seward,Anthropic,0.4,0.4834666666666667,0.7,0.6210666666666668,-0.1,0.20023333333333332,0.5,0.5304000000000001,0.4,0.03943333333333331
dracula,214,Dr. Seward,Google,0.6,0.4834666666666667,0.8,0.6210666666666668,-0.3,0.20023333333333332,0.7,0.5304000000000001,-0.2,0.03943333333333331
dracula,212,Mina,OpenAI,0.25,0.5870259259259258,0.75,0.7494444444444445,0.1,0.17297407407407406,0.7,0.7262,0.35,-0.2526925925925925
dracula,212,Mina,Anthropic,0.5,0.5870259259259258,0.7,0.7494444444444445,0.3,0.17297407407407406,0.8,0.7262,0.4,-0.2526925925925925
dracula,212,Mina,Google,0.7,0.5870259259259258,0.9,0.7494444444444445,0.4,0.17297407407407406,0.9,0.7262,-0.5,-0.2526925925925925
dracula,282,Quincey,OpenAI,0.25,0.3581,0.65,0.5193333333333334,0.55,0.5857333333333334,0.6,0.4618666666666667,0.2,-0.5252
dracula,282,Quincey,Anthropic,0.1,0.3581,0.5,0.5193333333333334,0.8,0.5857333333333334,0.85,0.4618666666666667,0.2,-0.5252
dracula,282,Quincey,Google,-0.2,0.3581,0.8,0.5193333333333334,0.8,0.5857333333333334,0.9,0.4618666666666667,-0.6,-0.5252
dracula,286,Arthur,OpenAI,0.1,-0.2988,0.4,0.5338,-0.1,0.43000000000000005,0.7,0.49670000000000003,0.6,0.09250000000000001
dracula,286,Arthur,Anthropic,-0.2,-0.2988,0.4,0.5338,0.3,0.43000000000000005,0.8,0.49670000000000003,0.6,0.09250000000000001
dracula,286,Arthur,Google,-0.4,-0.2988,0.8,0.5338,0.4,0.43000000000000005,0.9,0.49670000000000003,-0.1,0.09250000000000001
dracula,280,Lucy,OpenAI,0.6,0.5074296296296296,0.2,-0.18092592592592593,-0.1,0.5110777777777777,0.3,0.6267037037037037,0.7,0.5184
dracula,280,Lucy,Anthropic,0.3,0.5074296296296296,0.4,-0.18092592592592593,-0.1,0.5110777777777777,0.5,0.6267037037037037,0.6,0.5184
dracula,280,Lucy,Google,0.7,0.5074296296296296,0.1,-0.18092592592592593,0.3,0.5110777777777777,0.8,0.6267037037037037,0.6,0.5184
dracula,210,Jonathan,OpenAI,0.2,0.13149999999999998,0.4,0.6732444444444443,-0.2,-0.046407407407407404,0.6,0.5439074074074074,0.1,0.6077185185185185
dracula,210,Jonathan,Anthropic,0.5,0.13149999999999998,0.6,0.6732444444444443,-0.3,-0.046407407407407404,0.7,0.5439074074074074,0.4,0.6077185185185185
dracula,210,Jonathan,Google,0.1,0.13149999999999998,0.8,0.6732444444444443,-0.2,-0.046407407407407404,0.8,0.5439074074074074,0.4,0.6077185185185185
emma,122,Emma,OpenAI,0.75,0.26200000000000007,0.35,-0.11866666666666664,0.55,0.5815666666666667,-0.25,-0.2731666666666667,-0.2,0.13880000000000006
emma,122,Emma,Anthropic,0.65,0.26200000000000007,0.45,-0.11866666666666664,0.85,0.5815666666666667,-0.3,-0.2731666666666667,0.15,0.13880000000000006
emma,122,Emma,Google,0.7,0.26200000000000007,-0.4,-0.11866666666666664,0.8,0.5815666666666667,-0.7,-0.2731666666666667,-0.6,0.13880000000000006
emma,108,Mr. Knightley,OpenAI,0.2,0.11006666666666667,0.75,0.7325333333333334,0.1,0.24530000000000002,0.15,0.5197333333333334,-0.35,-0.41776666666666673
emma,108,Mr. Knightley,Anthropic,0.55,0.11006666666666667,0.75,0.7325333333333334,0.6,0.24530000000000002,0.15,0.5197333333333334,-0.45,-0.41776666666666673
emma,108,Mr. Knightley,Google,-0.4,0.11006666666666667,0.8,0.7325333333333334,0.1,0.24530000000000002,-0.2,0.5197333333333334,-0.8,-0.41776666666666673
emma,124,Harriet,OpenAI,-0.2,-0.2497333333333334,-0.4,-0.018466666666666666,-0.3,-0.128,0.7,0.6870666666666667,0.6,0.2581333333333334
emma,124,Harriet,Anthropic,-0.6,-0.2497333333333334,-0.4,-0.018466666666666666,0.1,-0.128,0.8,0.6870666666666667,0.5,0.2581333333333334
emma,124,Harriet,Google,-0.7,-0.2497333333333334,-0.5,-0.018466666666666666,-0.3,-0.128,0.8,0.6870666666666667,0.7,0.2581333333333334
emma,230,Mrs. Elton,OpenAI,-0.2,-0.36110000000000003,0.1,0.21016666666666667,0.75,0.6463666666666668,-0.55,-0.33673333333333344,0.35,-0.3186333333333334
emma,230,Mrs. Elton,Anthropic,-0.3,-0.36110000000000003,0.3,0.21016666666666667,0.85,0.6463666666666668,-0.4,-0.33673333333333344,0.3,-0.3186333333333334
emma,230,Mrs. Elton,Google,-0.6,-0.36110000000000003,0.0,0.21016666666666667,0.8,0.6463666666666668,-0.7,-0.33673333333333344,-0.4,-0.3186333333333334
emma,115,Frank Churchill,OpenAI,0.35,0.4356,0.25,-0.13310000000000002,0.75,0.5464,0.4,0.015733333333333342,0.2,0.2907
emma,115,Frank Churchill,Anthropic,0.4,0.4356,0.2,-0.13310000000000002,0.85,0.5464,0.3,0.015733333333333342,0.2,0.2907
emma,115,Frank Churchill,Google,0.5,0.4356,-0.5,-0.13310000000000002,0.9,0.5464,-0.4,0.015733333333333342,-0.5,0.2907
emma,110,Mr. Elton,OpenAI,0.25,0.0491,0.35,0.48900000000000005,0.75,0.2936,-0.55,-0.21133333333333335,0.25,-0.0411
emma,110,Mr. Elton,Anthropic,-0.2,0.0491,0.4,0.48900000000000005,0.8,0.2936,-0.4,-0.21133333333333335,0.3,-0.0411
emma,110,Mr. Elton,Google,-0.3,0.0491,0.1,0.48900000000000005,0.7,0.2936,-0.6,-0.21133333333333335,0.4,-0.0411
emma,187,Mr. Woodhouse,OpenAI,-0.3,-0.6487666666666667,0.2,0.061333333333333344,-0.4,-0.5941666666666667,0.6,0.1373,0.9,0.6526333333333335
emma,187,Mr. Woodhouse,Anthropic,-0.7,-0.6487666666666667,0.4,0.061333333333333344,-0.3,-0.5941666666666667,0.7,0.1373,0.9,0.6526333333333335
emma,187,Mr. Woodhouse,Google,-0.7,-0.6487666666666667,0.6,0.061333333333333344,-0.7,-0.5941666666666667,0.8,0.1373,0.9,0.6526333333333335
emma,118,Miss Bates,OpenAI,-0.2,-0.08443333333333335,0.1,-0.0074666666666666675,0.85,0.5518000000000001,0.9,0.7746333333333335,0.35,-0.032233333333333336
emma,118,Miss Bates,Anthropic,-0.3,-0.08443333333333335,-0.3,-0.0074666666666666675,0.9,0.5518000000000001,0.85,0.7746333333333335,0.4,-0.032233333333333336
emma,118,Miss Bates,Google,-0.8,-0.08443333333333335,-0.5,-0.0074666666666666675,0.9,0.5518000000000001,0.9,0.7746333333333335,0.1,-0.032233333333333336
frankenstein_or_the_modern_prometheus,0,Victor Frankenstein,OpenAI,0.75,0.7270333333333334,0.1,-0.2316666666666667,-0.35,-0.5227,-0.25,-0.4763333333333334,0.9,0.5557666666666667
frankenstein_or_the_modern_prometheus,0,Victor Frankenstein,Anthropic,0.85,0.7270333333333334,-0.4,-0.2316666666666667,-0.1,-0.5227,0.15,-0.4763333333333334,0.9,0.5557666666666667
frankenstein_or_the_modern_prometheus,0,Victor Frankenstein,Google,0.8,0.7270333333333334,-0.3,-0.2316666666666667,-0.6,-0.5227,-0.3,-0.4763333333333334,1.0,0.5557666666666667
frankenstein_or_the_modern_prometheus,125,Clerval,OpenAI,0.75,0.5630823529411766,0.35,0.6381941176470588,0.55,0.5478058823529413,0.9,0.783464705882353,-0.2,-0.38545882352941174
frankenstein_or_the_modern_prometheus,125,Clerval,Anthropic,0.75,0.5630823529411766,0.3,0.6381941176470588,0.6,0.5478058823529413,0.9,0.783464705882353,0.3,-0.38545882352941174
frankenstein_or_the_modern_prometheus,125,Clerval,Google,0.9,0.5630823529411766,0.5,0.6381941176470588,0.7,0.5478058823529413,0.9,0.783464705882353,-0.6,-0.38545882352941174
frankenstein_or_the_modern_prometheus,123,Elizabeth,OpenAI,0.55,0.6013823529411764,0.45,0.6026,0.2,0.3617000000000001,0.9,0.6521882352941176,0.15,-0.4913
frankenstein_or_the_modern_prometheus,123,Elizabeth,Anthropic,0.45,0.6013823529411764,0.4,0.6026,0.5,0.3617000000000001,0.85,0.6521882352941176,0.3,-0.4913
frankenstein_or_the_modern_prometheus,123,Elizabeth,Google,0.5,0.6013823529411764,0.7,0.6026,0.4,0.3617000000000001,0.9,0.6521882352941176,-0.1,-0.4913
frankenstein_or_the_modern_prometheus,1241,the monster,OpenAI,0.2,0.5519481481481482,0.3,0.3506074074074074,0.1,-0.5418296296296297,-0.9,-0.09575185185185182,0.9,0.7775666666666666
frankenstein_or_the_modern_prometheus,1241,the monster,Anthropic,0.7,0.5519481481481482,0.4,0.3506074074074074,-0.3,-0.5418296296296297,-0.8,-0.09575185185185182,0.9,0.7775666666666666
frankenstein_or_the_modern_prometheus,1241,the monster,Google,0.5,0.5519481481481482,0.6,0.3506074074074074,0.2,-0.5418296296296297,-0.9,-0.09575185185185182,0.9,0.7775666666666666
ghosts,char_mrs_alving,Mrs. Alving,OpenAI,0.0,0.5119,0.5,0.5034,-0.2,-0.4609,0.5,0.3294,0.2,0.1016
ghosts,char_mrs_alving,Mrs. Alving,Anthropic,0.6,0.5119,0.8,0.5034,-0.4,-0.4609,0.5,0.3294,0.6,0.1016
ghosts,char_mrs_alving,Mrs. Alving,Google,0.5,0.5119,0.5,0.5034,-0.5,-0.4609,0.0,0.3294,0.5,0.1016
ghosts,char_manders,Manders,OpenAI,-0.2,-0.4357,0.5,0.7252000000000001,0.2,-0.3027,0.6,-0.0471,0.3,0.0065
ghosts,char_manders,Manders,Anthropic,-0.7,-0.4357,0.8,0.7252000000000001,0.6,-0.3027,-0.5,-0.0471,0.6,0.0065
ghosts,char_manders,Manders,Google,0.0,-0.4357,0.5,0.7252000000000001,-0.5,-0.3027,0.0,-0.0471,0.5,0.0065
ghosts,char_oswald_alving,Oswald Alving,OpenAI,0.0,0.553,-0.5,-0.2052,0.0,0.1094,0.0,0.5683,0.9,0.3304
ghosts,char_oswald_alving,Oswald Alving,Anthropic,0.7,0.553,-0.6,-0.2052,-0.4,0.1094,0.5,0.5683,0.9,0.3304
ghosts,char_oswald_alving,Oswald Alving,Google,0.5,0.553,-0.5,-0.2052,-0.5,0.1094,0.0,0.5683,1.0,0.3304
ghosts,char_regina_engstrand,Regina Engstrand,OpenAI,-0.1,-0.3361,-0.5,0.333,0.3,-0.032,-0.6,-0.1218,0.2,0.0469
ghosts,char_regina_engstrand,Regina Engstrand,Anthropic,0.3,-0.3361,-0.4,0.333,0.6,-0.032,-0.5,-0.1218,0.4,0.0469
ghosts,char_regina_engstrand,Regina Engstrand,Google,0.2,-0.3361,-0.3,0.333,0.4,-0.032,-0.4,-0.1218,0.3,0.0469
ghosts,char_engstrand,Engstrand,OpenAI,-0.3,-0.42289999999999994,0.0,0.19880000000000003,0.6,0.1511,0.2,-0.5438,0.4,0.1337
ghosts,char_engstrand,Engstrand,Anthropic,-0.7,-0.42289999999999994,-0.6,0.19880000000000003,0.6,0.1511,-0.8,-0.5438,0.5,0.1337
ghosts,char_engstrand,Engstrand,Google,0.0,-0.42289999999999994,0.5,0.19880000000000003,0.0,0.1511,-0.5,-0.5438,0.5,0.1337
great_expectations,0,Pip,OpenAI,0.35,0.2157,0.1,0.0888,-0.45,-0.3317,0.55,0.4559000000000001,0.75,0.2492
great_expectations,0,Pip,Anthropic,0.3,0.2157,-0.1,0.0888,-0.5,-0.3317,0.5,0.4559000000000001,0.7,0.2492
great_expectations,0,Pip,Google,0.4,0.2157,0.1,0.0888,-0.5,-0.3317,0.7,0.4559000000000001,0.6,0.2492
great_expectations,144,Joe,OpenAI,-0.3,-0.48400000000000004,0.4,0.43400000000000005,-0.2,0.30456666666666665,0.7,0.7143333333333334,-0.4,-0.4214666666666667
great_expectations,144,Joe,Anthropic,-0.6,-0.48400000000000004,-0.2,0.43400000000000005,0.3,0.30456666666666665,0.7,0.7143333333333334,-0.3,-0.4214666666666667
great_expectations,144,Joe,Google,-0.6,-0.48400000000000004,0.3,0.43400000000000005,-0.3,0.30456666666666665,0.9,0.7143333333333334,-0.6,-0.4214666666666667
great_expectations,305,Herbert,OpenAI,0.75,0.4959000000000001,0.55,0.3942333333333334,0.45,0.5416000000000001,0.7,0.5984,-0.25,-0.4172
great_expectations,305,Herbert,Anthropic,0.55,0.4959000000000001,0.45,0.3942333333333334,0.7,0.5416000000000001,0.65,0.5984,-0.5,-0.4172
great_expectations,305,Herbert,Google,0.5,0.4959000000000001,0.4,0.3942333333333334,0.7,0.5416000000000001,0.8,0.5984,-0.5,-0.4172
great_expectations,204,Miss Havisham,OpenAI,0.2,0.07736666666666668,-0.6,-0.2109666666666667,-0.4,-0.4139666666666667,-0.8,-0.7842666666666668,0.8,0.7502333333333334
great_expectations,204,Miss Havisham,Anthropic,0.4,0.07736666666666668,0.3,-0.2109666666666667,-0.3,-0.4139666666666667,-0.7,-0.7842666666666668,0.8,0.7502333333333334
great_expectations,204,Miss Havisham,Google,0.4,0.07736666666666668,-0.4,-0.2109666666666667,-0.8,-0.4139666666666667,-0.9,-0.7842666666666668,0.9,0.7502333333333334
great_expectations,268,Mr. Jaggers,OpenAI,-0.3,-0.3336333333333334,0.8,0.6477666666666667,0.1,-0.01276666666666667,-0.8,-0.6478666666666667,-0.2,-0.32239999999999996
great_expectations,268,Mr. Jaggers,Anthropic,0.3,-0.3336333333333334,0.85,0.6477666666666667,0.6,-0.01276666666666667,-0.8,-0.6478666666666667,-0.5,-0.32239999999999996
great_expectations,268,Mr. Jaggers,Google,-0.7,-0.3336333333333334,0.9,0.6477666666666667,0.2,-0.01276666666666667,-0.9,-0.6478666666666667,-0.4,-0.32239999999999996
great_expectations,210,Estella,OpenAI,0.1,-0.023066666666666676,0.2,0.38763333333333344,0.3,-0.19686666666666672,-0.9,-0.7169333333333334,-0.2,0.05343333333333333
great_expectations,210,Estella,Anthropic,0.4,-0.023066666666666676,0.3,0.38763333333333344,0.6,-0.19686666666666672,-0.8,-0.7169333333333334,-0.2,0.05343333333333333
great_expectations,210,Estella,Google,-0.3,-0.023066666666666676,0.7,0.38763333333333344,0.2,-0.19686666666666672,-0.9,-0.7169333333333334,-0.6,0.05343333333333333
great_expectations,171,Mr. Pumblechook,OpenAI,-0.4,-0.3032,0.5,0.45640000000000003,0.4,0.2698,-0.6,-0.48128823529411763,0.1,-0.4798
great_expectations,171,Mr. Pumblechook,Anthropic,-0.4,-0.3032,0.1,0.45640000000000003,0.8,0.2698,-0.7,-0.48128823529411763,0.3,-0.4798
great_expectations,171,Mr. Pumblechook,Google,-0.7,-0.3032,0.5,0.45640000000000003,0.8,0.2698,-0.9,-0.48128823529411763,-0.2,-0.4798
great_expectations,195,Biddy,OpenAI,0.2,0.20313333333333336,0.55,0.6576333333333333,-0.35,0.25293333333333334,0.75,0.7357000000000001,-0.1,-0.46013333333333345
great_expectations,195,Biddy,Anthropic,0.4,0.20313333333333336,0.5,0.6576333333333333,-0.3,0.25293333333333334,0.8,0.7357000000000001,-0.2,-0.46013333333333345
great_expectations,195,Biddy,Google,0.3,0.20313333333333336,0.8,0.6576333333333333,-0.2,0.25293333333333334,0.9,0.7357000000000001,-0.7,-0.46013333333333345
great_expectations,163,Mr. Wopsle,OpenAI,0.55,0.38789411764705883,0.1,-0.30231176470588234,0.6,0.4824411764705882,-0.35,-0.25771176470588236,0.25,0.16107058823529413
great_expectations,163,Mr. Wopsle,Anthropic,0.4,0.38789411764705883,-0.3,-0.30231176470588234,0.7,0.4824411764705882,-0.3,-0.25771176470588236,0.3,0.16107058823529413
great_expectations,163,Mr. Wopsle,Google,0.8,0.38789411764705883,-0.1,-0.30231176470588234,0.9,0.4824411764705882,-0.4,-0.25771176470588236,0.3,0.16107058823529413
great_expectations,246,Orlick,OpenAI,-0.6,-0.5676000000000001,-0.3,-0.6025666666666668,0.1,-0.34140000000000004,-0.7,-0.8316666666666667,0.2,0.5536000000000001
great_expectations,246,Orlick,Anthropic,-0.6,-0.5676000000000001,-0.6,-0.6025666666666668,-0.1,-0.34140000000000004,-0.85,-0.8316666666666667,0.6,0.5536000000000001
great_expectations,246,Orlick,Google,-0.5,-0.5676000000000001,-0.4,-0.6025666666666668,-0.2,-0.34140000000000004,-0.9,-0.8316666666666667,0.7,0.5536000000000001
hamlet,char_hamlet,Hamlet,OpenAI,0.85,0.8883333333333333,0.15,-0.09310555555555554,-0.2,-0.33586666666666665,-0.35,0.06592222222222224,0.8,0.8588722222222223
hamlet,char_hamlet,Hamlet,Anthropic,0.9,0.8883333333333333,0.2,-0.09310555555555554,0.1,-0.33586666666666665,-0.3,0.06592222222222224,0.8,0.8588722222222223
hamlet,char_hamlet,Hamlet,Google,0.9,0.8883333333333333,-0.2,-0.09310555555555554,-0.5,-0.33586666666666665,-0.6,0.06592222222222224,0.9,0.8588722222222223
hamlet,char_horatio,Horatio,OpenAI,0.35,0.22618888888888888,0.65,0.4157944444444444,-0.25,-0.2002388888888889,0.75,0.5075944444444445,0.15,-0.04245555555555552
hamlet,char_horatio,Horatio,Anthropic,0.5,0.22618888888888888,0.7,0.4157944444444444,-0.3,-0.2002388888888889,0.7,0.5075944444444445,-0.4,-0.04245555555555552
hamlet,char_horatio,Horatio,Google,0.3,0.22618888888888888,0.8,0.4157944444444444,-0.5,-0.2002388888888889,0.7,0.5075944444444445,-0.8,-0.04245555555555552
hamlet,char_king,King,OpenAI,-0.2,-0.10212222222222221,0.7,0.4318277777777778,0.4,0.32825,-0.6,-0.32167222222222225,0.6,0.13786666666666667
hamlet,char_king,King,Anthropic,0.3,-0.10212222222222221,0.7,0.4318277777777778,0.6,0.32825,-0.6,-0.32167222222222225,0.4,0.13786666666666667
hamlet,char_king,King,Google,0.0,-0.10212222222222221,0.8,0.4318277777777778,0.7,0.32825,-0.9,-0.32167222222222225,0.6,0.13786666666666667
hamlet,char_polonius,Polonius,OpenAI,0.35,-0.11862777777777778,0.55,0.4238222222222222,0.45,0.1523,-0.35,-0.05870555555555555,0.15,0.13158333333333336
hamlet,char_polonius,Polonius,Anthropic,-0.3,-0.11862777777777778,0.5,0.4238222222222222,0.7,0.1523,-0.3,-0.05870555555555555,0.3,0.13158333333333336
hamlet,char_polonius,Polonius,Google,-0.3,-0.11862777777777778,0.8,0.4238222222222222,0.7,0.1523,-0.8,-0.05870555555555555,-0.5,0.13158333333333336
hamlet,char_queen,Queen,OpenAI,0.25,-0.10768888888888888,0.15,0.21692222222222224,0.1,0.4705833333333333,0.55,0.2504111111111111,0.75,0.27978333333333333
hamlet,char_queen,Queen,Anthropic,-0.2,-0.10768888888888888,0.3,0.21692222222222224,0.3,0.4705833333333333,0.5,0.2504111111111111,0.5,0.27978333333333333
hamlet,char_queen,Queen,Google,-0.2,-0.10768888888888888,-0.4,0.21692222222222224,0.4,0.4705833333333333,0.6,0.2504111111111111,0.6,0.27978333333333333
hamlet,char_laertes,Laertes,OpenAI,0.2,0.7938629629629629,0.1,0.1562037037037037,0.3,0.10860370370370369,-0.6,0.023462962962962956,0.8,0.11855925925925924
hamlet,char_laertes,Laertes,Anthropic,0.3,0.7938629629629629,0.1,0.1562037037037037,0.6,0.10860370370370369,0.1,0.023462962962962956,0.7,0.11855925925925924
hamlet,char_laertes,Laertes,Google,-0.4,0.7938629629629629,-0.5,0.1562037037037037,0.6,0.10860370370370369,-0.5,0.023462962962962956,0.8,0.11855925925925924
hamlet,char_ophelia,Ophelia,OpenAI,0.35,-0.01583437499999997,0.15,0.2455125,-0.25,-0.11989444444444444,0.55,0.534084375,0.9,0.867653125
hamlet,char_ophelia,Ophelia,Anthropic,0.3,-0.01583437499999997,0.4,0.2455125,-0.4,-0.11989444444444444,0.8,0.534084375,0.8,0.867653125
hamlet,char_ophelia,Ophelia,Google,0.4,-0.01583437499999997,0.6,0.2455125,-0.6,-0.11989444444444444,0.8,0.534084375,0.9,0.867653125
heart_of_darkness,0,Marlow,OpenAI,0.3,0.7579631578947368,0.0,0.4481894736842105,-0.2,-0.2137842105263158,0.4,-0.13894210526315792,0.2,0.24890526315789474
heart_of_darkness,0,Marlow,Anthropic,0.7,0.7579631578947368,-0.4,0.4481894736842105,0.3,-0.2137842105263158,0.6,-0.13894210526315792,0.5,0.24890526315789474
heart_of_darkness,0,Marlow,Google,0.5,0.7579631578947368,0.0,0.4481894736842105,-0.5,-0.2137842105263158,0.0,-0.13894210526315792,0.5,0.24890526315789474
heart_of_darkness,54,Kurtz,OpenAI,0.7,0.803492,0.2,-0.386444,0.1,0.24041600000000002,-0.6,-0.8319600000000001,0.8,0.570632
heart_of_darkness,54,Kurtz,Anthropic,0.7,0.803492,-0.6,-0.386444,0.8,0.24041600000000002,-0.8,-0.8319600000000001,0.7,0.570632
heart_of_darkness,54,Kurtz,Google,0.5,0.803492,-0.5,-0.386444,0.0,0.24041600000000002,-0.5,-0.8319600000000001,0.5,0.570632
heart_of_darkness,530,the manager,OpenAI,-0.2,-0.6251279999999999,0.6,0.398252,-0.1,-0.25174399999999997,-0.6,-0.606012,0.2,0.06524800000000001
heart_of_darkness,530,the manager,Anthropic,-0.7,-0.6251279999999999,0.8,0.398252,0.3,-0.25174399999999997,-0.6,-0.606012,0.5,0.06524800000000001
heart_of_darkness,530,the manager,Google,0.0,-0.6251279999999999,0.5,0.398252,-0.5,-0.25174399999999997,0.0,-0.606012,0.5,0.06524800000000001
heart_of_darkness,319,the secretary,OpenAI,0.2,0.12731599999999998,0.0,0.131852,-0.3,-0.083992,-0.2,-0.11512799999999998,0.1,-0.08968399999999999
heart_of_darkness,319,the secretary,Anthropic,0.6,0.12731599999999998,0.5,0.131852,-0.4,-0.083992,-0.3,-0.11512799999999998,-0.2,-0.08968399999999999
heart_of_darkness,319,the secretary,Google,0.5,0.12731599999999998,0.0,0.131852,-0.5,-0.083992,0.0,-0.11512799999999998,0.0,-0.08968399999999999
heart_of_darkness,1686,that man,OpenAI,-0.3,0.695524,-0.2,-0.371976,-0.4,0.31172799999999995,-0.2,-0.521832,-0.5,0.49903200000000003
heart_of_darkness,1686,that man,Anthropic,0.3,0.695524,-0.4,-0.371976,-0.2,0.31172799999999995,-0.3,-0.521832,0.2,0.49903200000000003
heart_of_darkness,1686,that man,Google,0.5,0.695524,0.0,-0.371976,-0.5,0.31172799999999995,0.0,-0.521832,0.0,0.49903200000000003
heart_of_darkness,390,Her captain,OpenAI,-0.2,0.078264,-0.3,0.18068,0.2,0.014751999999999998,-0.1,-0.27126799999999995,0.3,0.062636
heart_of_darkness,390,Her captain,Anthropic,-0.5,0.078264,-0.3,0.18068,0.4,0.014751999999999998,-0.2,-0.27126799999999995,0.3,0.062636
heart_of_darkness,390,Her captain,Google,0.0,0.078264,0.0,0.18068,0.0,0.014751999999999998,0.0,-0.27126799999999995,0.0,0.062636
heart_of_darkness,1131,the arch - priest,OpenAI,0.5,0.19314399999999998,0.0,0.128716,0.5,-0.011696000000000017,0.0,-0.068928,-0.5,0.019955999999999995
heart_of_darkness,1131,the arch - priest,Anthropic,0.7,0.19314399999999998,-0.4,0.128716,0.8,-0.011696000000000017,0.5,-0.068928,-0.3,0.019955999999999995
heart_of_darkness,1131,the arch - priest,Google,0.8,0.19314399999999998,0.2,0.128716,0.4,-0.011696000000000017,0.3,-0.068928,-0.2,0.019955999999999995
heart_of_darkness,766,the other,OpenAI,0.0,0.43396799999999996,-0.5,-0.094856,0.0,0.11196799999999998,-0.5,-0.22953199999999999,0.5,0.374844
heart_of_darkness,766,the other,Anthropic,0.3,0.43396799999999996,-0.4,-0.094856,0.6,0.11196799999999998,-0.7,-0.22953199999999999,0.5,0.374844
heart_of_darkness,766,the other,Google,0.0,0.43396799999999996,0.0,-0.094856,0.0,0.11196799999999998,0.0,-0.22953199999999999,0.5,0.374844
hedda_gabler,char_mrs_elvsted,Mrs. Elvsted,OpenAI,0.2,-0.159,0.0,0.0912,-0.3,-0.1561,0.7,0.5398,0.6,0.2703
hedda_gabler,char_mrs_elvsted,Mrs. Elvsted,Anthropic,0.3,-0.159,0.4,0.0912,-0.6,-0.1561,0.7,0.5398,0.8,0.2703
hedda_gabler,char_mrs_elvsted,Mrs. Elvsted,Google,0.5,-0.159,0.0,0.0912,-0.5,-0.1561,0.5,0.5398,1.0,0.2703
hedda_gabler,char_brack,Brack,OpenAI,-0.2,-0.2364,0.0,0.4532,0.3,0.4088,-0.4,0.1994,-0.3,-0.5245
hedda_gabler,char_brack,Brack,Anthropic,-0.5,-0.2364,0.5,0.4532,0.5,0.4088,-0.5,0.1994,-0.5,-0.5245
hedda_gabler,char_brack,Brack,Google,0.0,-0.2364,0.0,0.4532,0.5,0.4088,0.0,0.1994,-0.5,-0.5245
hedda_gabler,char_berta,Berta,OpenAI,-0.2,-0.1028,0.2,0.5306,-0.3,-0.1397,0.6,0.583,0.4,0.2152
hedda_gabler,char_berta,Berta,Anthropic,-0.6,-0.1028,0.7,0.5306,-0.5,-0.1397,0.6,0.583,0.5,0.2152
hedda_gabler,char_berta,Berta,Google,0.0,-0.1028,0.5,0.5306,-0.5,-0.1397,0.5,0.583,-0.5,0.2152
